Name,Specification,County,Address,City,State,Zip,Information,Recovery Informed Institutional Services,Recovery Community Centers,Collegiate Recovery Programs,Recovery/ Drug Courts,Mutual-Aid Organizations,Recovery Community Organizations,Prevention Organizations,Peer Recovery Services,Harm Reduction Organizations,Re-Entry Services Organizations,Recovery Residences,Treatment Services,Advocacy Organizations,Recovery High Schools,Website,Phone,Email
Narcotics Anonymous,,Sullivan,1712 Lynn Garden Dr,Kingsport,TN,37665,"Narcotics Anonymous is a global, community-based organization with a multi-lingual and multicultural membership. NA was founded in 1953, and our membership growth was minimal during our initial twenty years as an organization. Since the publication of our Basic Text in 1983, the number of members and meetings has increased dramatically. Today, NA members hold nearly 76,000 meetings weekly in 143 countries. We offer recovery from the effects of addiction through working a twelve-step program, including regular attendance at group meetings. The group atmosphere provides help from peers and offers an ongoing support network for addicts who wish to pursue and maintain a drug-free lifestyle. Our name, Narcotics Anonymous, is not meant to imply a focus on any particular drug; NA’s approach makes no distinction between drugs including alcohol. ",,,,,1,,,,,,,,,,https://na.org/,,
Narcotics Anonymous - All Saints Episcopal Church,,Hamblen,601 W Main St,Morristown,TN,37814,"Narcotics Anonymous is a global, community-based organization with a multi-lingual and multicultural membership. NA was founded in 1953, and our membership growth was minimal during our initial twenty years as an organization. Since the publication of our Basic Text in 1983, the number of members and meetings has increased dramatically. Today, NA members hold nearly 76,000 meetings weekly in 143 countries. We offer recovery from the effects of addiction through working a twelve-step program, including regular attendance at group meetings. The group atmosphere provides help from peers and offers an ongoing support network for addicts who wish to pursue and maintain a drug-free lifestyle. Our name, Narcotics Anonymous, is not meant to imply a focus on any particular drug; NA’s approach makes no distinction between drugs including alcohol. ",,,,,1,,,,,,,,,,https://na.org/,,
Narcotics Anonymous - Asbury United Methodist Church,,Greene,201 S Main St,Greeneville,TN,37743,"Narcotics Anonymous is a global, community-based organization with a multi-lingual and multicultural membership. NA was founded in 1953, and our membership growth was minimal during our initial twenty years as an organization. Since the publication of our Basic Text in 1983, the number of members and meetings has increased dramatically. Today, NA members hold nearly 76,000 meetings weekly in 143 countries. We offer recovery from the effects of addiction through working a twelve-step program, including regular attendance at group meetings. The group atmosphere provides help from peers and offers an ongoing support network for addicts who wish to pursue and maintain a drug-free lifestyle. Our name, Narcotics Anonymous, is not meant to imply a focus on any particular drug; NA’s approach makes no distinction between drugs including alcohol. ",,,,,1,,,,,,,,,,https://na.org/,,
Narcotics Anonymous - Boones Creek Christian Church,,Washington,305 Christian Church Rd,Johnson City,TN,37615,"Narcotics Anonymous is a global, community-based organization with a multi-lingual and multicultural membership. NA was founded in 1953, and our membership growth was minimal during our initial twenty years as an organization. Since the publication of our Basic Text in 1983, the number of members and meetings has increased dramatically. Today, NA members hold nearly 76,000 meetings weekly in 143 countries. We offer recovery from the effects of addiction through working a twelve-step program, including regular attendance at group meetings. The group atmosphere provides help from peers and offers an ongoing support network for addicts who wish to pursue and maintain a drug-free lifestyle. Our name, Narcotics Anonymous, is not meant to imply a focus on any particular drug; NA’s approach makes no distinction between drugs including alcohol. ",,,,,1,,,,,,,,,,https://na.org/,,
Narcotics Anonymous - Carter County Drug Prevention,,Carter,210 S Hills Dr,Elizabethton,TN,37643,"Narcotics Anonymous is a global, community-based organization with a multi-lingual and multicultural membership. NA was founded in 1953, and our membership growth was minimal during our initial twenty years as an organization. Since the publication of our Basic Text in 1983, the number of members and meetings has increased dramatically. Today, NA members hold nearly 76,000 meetings weekly in 143 countries. We offer recovery from the effects of addiction through working a twelve-step program, including regular attendance at group meetings. The group atmosphere provides help from peers and offers an ongoing support network for addicts who wish to pursue and maintain a drug-free lifestyle. Our name, Narcotics Anonymous, is not meant to imply a focus on any particular drug; NA’s approach makes no distinction between drugs including alcohol. ",,,,,1,,,,,,,,,,https://na.org/,,
Narcotics Anonymous - Covenant Presbyterian Church,,Washington,603 Sunset Dr,Johnson City,TN,37604,"Narcotics Anonymous is a global, community-based organization with a multi-lingual and multicultural membership. NA was founded in 1953, and our membership growth was minimal during our initial twenty years as an organization. Since the publication of our Basic Text in 1983, the number of members and meetings has increased dramatically. Today, NA members hold nearly 76,000 meetings weekly in 143 countries. We offer recovery from the effects of addiction through working a twelve-step program, including regular attendance at group meetings. The group atmosphere provides help from peers and offers an ongoing support network for addicts who wish to pursue and maintain a drug-free lifestyle. Our name, Narcotics Anonymous, is not meant to imply a focus on any particular drug; NA’s approach makes no distinction between drugs including alcohol. ",,,,,1,,,,,,,,,,https://na.org/,,
Narcotics Anonymous - First Presbyterian Church,,Washington,105 South Boone St,Johnson City,TN,37604,"Narcotics Anonymous is a global, community-based organization with a multi-lingual and multicultural membership. NA was founded in 1953, and our membership growth was minimal during our initial twenty years as an organization. Since the publication of our Basic Text in 1983, the number of members and meetings has increased dramatically. Today, NA members hold nearly 76,000 meetings weekly in 143 countries. We offer recovery from the effects of addiction through working a twelve-step program, including regular attendance at group meetings. The group atmosphere provides help from peers and offers an ongoing support network for addicts who wish to pursue and maintain a drug-free lifestyle. Our name, Narcotics Anonymous, is not meant to imply a focus on any particular drug; NA’s approach makes no distinction between drugs including alcohol. ",,,,,1,,,,,,,,,,https://na.org/,,
Narcotics Anonymous - Johnson City Recovery Center,,Washington,513 E Unaka Ave,Johnson City,TN,37601,"Narcotics Anonymous is a global, community-based organization with a multi-lingual and multicultural membership. NA was founded in 1953, and our membership growth was minimal during our initial twenty years as an organization. Since the publication of our Basic Text in 1983, the number of members and meetings has increased dramatically. Today, NA members hold nearly 76,000 meetings weekly in 143 countries. We offer recovery from the effects of addiction through working a twelve-step program, including regular attendance at group meetings. The group atmosphere provides help from peers and offers an ongoing support network for addicts who wish to pursue and maintain a drug-free lifestyle. Our name, Narcotics Anonymous, is not meant to imply a focus on any particular drug; NA’s approach makes no distinction between drugs including alcohol. ",,,,,1,,,,,,,,,,https://na.org/,,
Narcotics Anonymous - Munsey Education and Counseling Building,,Washington,215 E Market St,Johnson City,TN,37601,"Narcotics Anonymous is a global, community-based organization with a multi-lingual and multicultural membership. NA was founded in 1953, and our membership growth was minimal during our initial twenty years as an organization. Since the publication of our Basic Text in 1983, the number of members and meetings has increased dramatically. Today, NA members hold nearly 76,000 meetings weekly in 143 countries. We offer recovery from the effects of addiction through working a twelve-step program, including regular attendance at group meetings. The group atmosphere provides help from peers and offers an ongoing support network for addicts who wish to pursue and maintain a drug-free lifestyle. Our name, Narcotics Anonymous, is not meant to imply a focus on any particular drug; NA’s approach makes no distinction between drugs including alcohol. ",,,,,1,,,,,,,,,,https://na.org/,,
Narcotics Anonymous - Northeast Correctional Complex,,Johnson,5249 Highway 67 West,Mountain City,TN,37683,"Narcotics Anonymous is a global, community-based organization with a multi-lingual and multicultural membership. NA was founded in 1953, and our membership growth was minimal during our initial twenty years as an organization. Since the publication of our Basic Text in 1983, the number of members and meetings has increased dramatically. Today, NA members hold nearly 76,000 meetings weekly in 143 countries. We offer recovery from the effects of addiction through working a twelve-step program, including regular attendance at group meetings. The group atmosphere provides help from peers and offers an ongoing support network for addicts who wish to pursue and maintain a drug-free lifestyle. Our name, Narcotics Anonymous, is not meant to imply a focus on any particular drug; NA’s approach makes no distinction between drugs including alcohol. ",,,,,1,,,,,,,,,,https://na.org/,,
Narcotics Anonymous - Pride Community Center,,Washington,300 E Main St,Johnson City,TN,37601,"Narcotics Anonymous is a global, community-based organization with a multi-lingual and multicultural membership. NA was founded in 1953, and our membership growth was minimal during our initial twenty years as an organization. Since the publication of our Basic Text in 1983, the number of members and meetings has increased dramatically. Today, NA members hold nearly 76,000 meetings weekly in 143 countries. We offer recovery from the effects of addiction through working a twelve-step program, including regular attendance at group meetings. The group atmosphere provides help from peers and offers an ongoing support network for addicts who wish to pursue and maintain a drug-free lifestyle. Our name, Narcotics Anonymous, is not meant to imply a focus on any particular drug; NA’s approach makes no distinction between drugs including alcohol. ",,,,,1,,,,,,,,,,https://na.org/,,
Narcotics Anonymous - Prospect Center,,Sullivan,1425 E Center St,Kingsport,TN,37664,"Narcotics Anonymous is a global, community-based organization with a multi-lingual and multicultural membership. NA was founded in 1953, and our membership growth was minimal during our initial twenty years as an organization. Since the publication of our Basic Text in 1983, the number of members and meetings has increased dramatically. Today, NA members hold nearly 76,000 meetings weekly in 143 countries. We offer recovery from the effects of addiction through working a twelve-step program, including regular attendance at group meetings. The group atmosphere provides help from peers and offers an ongoing support network for addicts who wish to pursue and maintain a drug-free lifestyle. Our name, Narcotics Anonymous, is not meant to imply a focus on any particular drug; NA’s approach makes no distinction between drugs including alcohol. ",,,,,1,,,,,,,,,,https://na.org/,,
Narcotics Anonymous - Real Life Church,,Sullivan,1317 Weaver Pike,Bristol,TN,37620,"Narcotics Anonymous is a global, community-based organization with a multi-lingual and multicultural membership. NA was founded in 1953, and our membership growth was minimal during our initial twenty years as an organization. Since the publication of our Basic Text in 1983, the number of members and meetings has increased dramatically. Today, NA members hold nearly 76,000 meetings weekly in 143 countries. We offer recovery from the effects of addiction through working a twelve-step program, including regular attendance at group meetings. The group atmosphere provides help from peers and offers an ongoing support network for addicts who wish to pursue and maintain a drug-free lifestyle. Our name, Narcotics Anonymous, is not meant to imply a focus on any particular drug; NA’s approach makes no distinction between drugs including alcohol. ",,,,,1,,,,,,,,,,https://na.org/,,
Narcotics Anonymous - Rogersville City Park,,Hawkins,311 Park Blvd,Rogersville,TN,37857,"Narcotics Anonymous is a global, community-based organization with a multi-lingual and multicultural membership. NA was founded in 1953, and our membership growth was minimal during our initial twenty years as an organization. Since the publication of our Basic Text in 1983, the number of members and meetings has increased dramatically. Today, NA members hold nearly 76,000 meetings weekly in 143 countries. We offer recovery from the effects of addiction through working a twelve-step program, including regular attendance at group meetings. The group atmosphere provides help from peers and offers an ongoing support network for addicts who wish to pursue and maintain a drug-free lifestyle. Our name, Narcotics Anonymous, is not meant to imply a focus on any particular drug; NA’s approach makes no distinction between drugs including alcohol. ",,,,,1,,,,,,,,,,https://na.org/,,
Narcotics Anonymous - Rogersville Vision Center,,Hawkins,311 W Main St,Rogersville,TN,37857,"Narcotics Anonymous is a global, community-based organization with a multi-lingual and multicultural membership. NA was founded in 1953, and our membership growth was minimal during our initial twenty years as an organization. Since the publication of our Basic Text in 1983, the number of members and meetings has increased dramatically. Today, NA members hold nearly 76,000 meetings weekly in 143 countries. We offer recovery from the effects of addiction through working a twelve-step program, including regular attendance at group meetings. The group atmosphere provides help from peers and offers an ongoing support network for addicts who wish to pursue and maintain a drug-free lifestyle. Our name, Narcotics Anonymous, is not meant to imply a focus on any particular drug; NA’s approach makes no distinction between drugs including alcohol. ",,,,,1,,,,,,,,,,https://na.org/,,
Northeast State HOPE Student Recovery Program,,Sullivan,2049 Rock Springs Rd,Kingsport,TN,37664,"(Hold On Pain Ends), a collegiate recovery program (CRP) dedicated to creating a recovery community within the campus culture.",,,1,,,,,,,,,,,,https://www.tbr.edu/news/on-campus/students-hope-collegiate-recovery-program-launches-northeast-state-january-31-2020,,
Oasis Treatment Center,,Greene,627 Asheville Hwy,Greeneville,TN,37743,Comprehensive medical care and dynamic counseling programs for addiction. ,,,,,,,,,,,,1,,,,423-636-1521,
Overmountain Recovery,,Washington,203 Gray Commons Circle Ste 110,Gray,TN,37615,"Overmountain Recovery is an outpatient opioid treatment, drug rehabilitation program serving Johnson City, Kingsport and Bristol, TN/VA that provides: Medication-assisted treatment, including methadone and Suboxone®; Individual counseling; and Group counseling",,,,,,,,1,,,,1,,,https://www.overmountainrecovery.org/,833-371-0509,info@overmountainrecovery.org
Oxford House - Avella,,Washington,528 Wilson Ave,Johnson City,TN,37604,"Men only. Oxford Houses are rented family houses where groups of recovering individuals live together in an environment supportive to recovery from addiction. Each house is self-run and financially self-supported following a standardized system of democratic operation. Each group obtains a Charter from Oxford House Inc., which is the umbrella organization for the international network of individual Oxford Houses.",,,,,,,,,,,1,,,,https://www.oxfordhousetn.org/,423-202-7124,
Oxford House - Blue Springs,,Washington,1104 King Springs Rd,Johnson City,TN,37601,"Men only. Oxford Houses are rented family houses where groups of recovering individuals live together in an environment supportive to recovery from addiction. Each house is self-run and financially self-supported following a standardized system of democratic operation. Each group obtains a Charter from Oxford House Inc., which is the umbrella organization for the international network of individual Oxford Houses.",,,,,,,,,,,1,,,,https://www.oxfordhousetn.org/,423-262-8573,
Oxford House - Harmony,,Washington,2301 Old Lewis Rd,Johnson City,TN,37601,"Women and Children only. Oxford Houses are rented family houses where groups of recovering individuals live together in an environment supportive to recovery from addiction. Each house is self-run and financially self-supported following a standardized system of democratic operation. Each group obtains a Charter from Oxford House Inc., which is the umbrella organization for the international network of individual Oxford Houses.",,,,,,,,,,,1,,,,https://www.oxfordhousetn.org/,423-722-3200,
Oxford House - Helix,,Washington,808 Frank Jones Rd,Johnson City,TN,37601,"Men only. Oxford Houses are rented family houses where groups of recovering individuals live together in an environment supportive to recovery from addiction. Each house is self-run and financially self-supported following a standardized system of democratic operation. Each group obtains a Charter from Oxford House Inc., which is the umbrella organization for the international network of individual Oxford Houses.",,,,,,,,,,,1,,,,https://www.oxfordhousetn.org/,423-926-3200,
Oxford House - Hensley,,Sullivan,909 Clearwood Ave,Kingsport,TN,37660,"Men only. Oxford Houses are rented family houses where groups of recovering individuals live together in an environment supportive to recovery from addiction. Each house is self-run and financially self-supported following a standardized system of democratic operation. Each group obtains a Charter from Oxford House Inc., which is the umbrella organization for the international network of individual Oxford Houses.",,,,,,,,,,,1,,,,https://www.oxfordhousetn.org/,423-765-2165,
Oxford House - Holston,,Washington,2025 North Lane,Johnson City,TN,37604,"Women only. Oxford Houses are rented family houses where groups of recovering individuals live together in an environment supportive to recovery from addiction. Each house is self-run and financially self-supported following a standardized system of democratic operation. Each group obtains a Charter from Oxford House Inc., which is the umbrella organization for the international network of individual Oxford Houses.",,,,,,,,,,,1,,,,https://www.oxfordhousetn.org/,423-202-3259,
Oxford House - Johnson City,,Washington,221 E Unaka Ave,Johnson City,TN,37601,"Men only. Oxford Houses are rented family houses where groups of recovering individuals live together in an environment supportive to recovery from addiction. Each house is self-run and financially self-supported following a standardized system of democratic operation. Each group obtains a Charter from Oxford House Inc., which is the umbrella organization for the international network of individual Oxford Houses.",,,,,,,,,,,1,,,,https://www.oxfordhousetn.org/,423-202-3308,
Oxford House - Jolie,,Washington,1 Kaywood Court,Johnson City,TN,37601,"Women only. Oxford Houses are rented family houses where groups of recovering individuals live together in an environment supportive to recovery from addiction. Each house is self-run and financially self-supported following a standardized system of democratic operation. Each group obtains a Charter from Oxford House Inc., which is the umbrella organization for the international network of individual Oxford Houses.",,,,,,,,,,,1,,,,https://www.oxfordhousetn.org/,423-262-8979,
Oxford House - Kairos,,Sullivan,1317 Holyoke St,Kingsport,TN,37664,"Women only. Oxford Houses are rented family houses where groups of recovering individuals live together in an environment supportive to recovery from addiction. Each house is self-run and financially self-supported following a standardized system of democratic operation. Each group obtains a Charter from Oxford House Inc., which is the umbrella organization for the international network of individual Oxford Houses.",,,,,,,,,,,1,,,,https://www.oxfordhousetn.org/,,
Oxford House - Kingsley,,Sullivan,1660 Virginia Ave,Kingsport,TN,37664,"Men only. Oxford Houses are rented family houses where groups of recovering individuals live together in an environment supportive to recovery from addiction. Each house is self-run and financially self-supported following a standardized system of democratic operation. Each group obtains a Charter from Oxford House Inc., which is the umbrella organization for the international network of individual Oxford Houses.",,,,,,,,,,,1,,,,https://www.oxfordhousetn.org/,423-765-1485,
Oxford House - Mavin,,Sullivan,157 W Sevuer Ave,Kingsport,TN,37664,"Women only. Oxford Houses are rented family houses where groups of recovering individuals live together in an environment supportive to recovery from addiction. Each house is self-run and financially self-supported following a standardized system of democratic operation. Each group obtains a Charter from Oxford House Inc., which is the umbrella organization for the international network of individual Oxford Houses.",,,,,,,,,,,1,,,,https://www.oxfordhousetn.org/,423-765-2634,
Oxford House - Namaste,,Washington,520 North Hills Blvd,Johnson City,TN,37601,"Women and Children only. Oxford Houses are rented family houses where groups of recovering individuals live together in an environment supportive to recovery from addiction. Each house is self-run and financially self-supported following a standardized system of democratic operation. Each group obtains a Charter from Oxford House Inc., which is the umbrella organization for the international network of individual Oxford Houses.",,,,,,,,,,,1,,,,https://www.oxfordhousetn.org/,423-722-3322,
Oxford House - Novus,,Sullivan,1749 Jefferson Ave,Kingsport,TN,37664,"Men only. Oxford Houses are rented family houses where groups of recovering individuals live together in an environment supportive to recovery from addiction. Each house is self-run and financially self-supported following a standardized system of democratic operation. Each group obtains a Charter from Oxford House Inc., which is the umbrella organization for the international network of individual Oxford Houses.",,,,,,,,,,,1,,,,https://www.oxfordhousetn.org/,423-765-0723,
Oxford House - Paradigm,,Washington,1310 Woodland Ave,Johnson City,TN,37601,"Men only. Oxford Houses are rented family houses where groups of recovering individuals live together in an environment supportive to recovery from addiction. Each house is self-run and financially self-supported following a standardized system of democratic operation. Each group obtains a Charter from Oxford House Inc., which is the umbrella organization for the international network of individual Oxford Houses.",,,,,,,,,,,1,,,,https://www.oxfordhousetn.org/,423-262-8855,
Oxford House - Paternalis,,Washington,617 E Mountcastle Dr,Johnson City,TN,37601,"Men and Children only. Oxford Houses are rented family houses where groups of recovering individuals live together in an environment supportive to recovery from addiction. Each house is self-run and financially self-supported following a standardized system of democratic operation. Each group obtains a Charter from Oxford House Inc., which is the umbrella organization for the international network of individual Oxford Houses.",,,,,,,,,,,1,,,,https://www.oxfordhousetn.org/,423-202-7967,
Oxford House - Raim,,Washington,1716 Scenic Dr,Johnson City,TN,37604,"Women only. Oxford Houses are rented family houses where groups of recovering individuals live together in an environment supportive to recovery from addiction. Each house is self-run and financially self-supported following a standardized system of democratic operation. Each group obtains a Charter from Oxford House Inc., which is the umbrella organization for the international network of individual Oxford Houses.",,,,,,,,,,,1,,,,https://www.oxfordhousetn.org/,,
Oxford House - Sublime,,Washington,2703 Schumway Dr,Johnson City,TN,37601,"Men only. Oxford Houses are rented family houses where groups of recovering individuals live together in an environment supportive to recovery from addiction. Each house is self-run and financially self-supported following a standardized system of democratic operation. Each group obtains a Charter from Oxford House Inc., which is the umbrella organization for the international network of individual Oxford Houses.",,,,,,,,,,,1,,,,https://www.oxfordhousetn.org/,423-461-0032,
Oxford House - Tabula Rasa,,Washington,1413 Strawberry Ln,Johnson City,TN,37601,"Women and Children only. Oxford Houses are rented family houses where groups of recovering individuals live together in an environment supportive to recovery from addiction. Each house is self-run and financially self-supported following a standardized system of democratic operation. Each group obtains a Charter from Oxford House Inc., which is the umbrella organization for the international network of individual Oxford Houses.",,,,,,,,,,,1,,,,https://www.oxfordhousetn.org/,423-461-0116,
Oxford House - Tennessee East,,Washington,2311 Nave Dr,Johnson City,TN,37601,"Men only. Oxford Houses are rented family houses where groups of recovering individuals live together in an environment supportive to recovery from addiction. Each house is self-run and financially self-supported following a standardized system of democratic operation. Each group obtains a Charter from Oxford House Inc., which is the umbrella organization for the international network of individual Oxford Houses.",,,,,,,,,,,1,,,,https://www.oxfordhousetn.org/,423-202-7292,
Oxford House - Valentis,,Sullivan,1925 East Sevier Ave,Kingsport,TN,37664,"Women only. Oxford Houses are rented family houses where groups of recovering individuals live together in an environment supportive to recovery from addiction. Each house is self-run and financially self-supported following a standardized system of democratic operation. Each group obtains a Charter from Oxford House Inc., which is the umbrella organization for the international network of individual Oxford Houses.",,,,,,,,,,,1,,,,https://www.oxfordhousetn.org/,423-765-0816,
Oxford House - Vigilance,,Washington,2700 Schumway Dr,Johnson City,TN,37601,"Men only. Oxford Houses are rented family houses where groups of recovering individuals live together in an environment supportive to recovery from addiction. Each house is self-run and financially self-supported following a standardized system of democratic operation. Each group obtains a Charter from Oxford House Inc., which is the umbrella organization for the international network of individual Oxford Houses.",,,,,,,,,,,1,,,,https://www.oxfordhousetn.org/,423-722-3222,
Re:generation - First Christian Church Greeneville,,Greene,1130 Temple St,Greeneville,TN,37745,"Re:generation is a biblically-based discipleship program offering healing, recovery, and freedom from any type of struggle.",,,,,1,,,,,,,,,,,,
Re:generation - Grace Fellowship Church,,Washington,2314 S Greenwood Dr,Johnson City,TN,37604,"Re:generation is a biblically-based discipleship program offering healing, recovery, and freedom from any type of struggle.",,,,,1,,,,,,,,,,,,
Recovery Associates,,Washington,401 E Main St #3,Johnson City,TN,37601,Weekly/Monthly Outpatient treatment program.,,,,,,,,,,,,1,,,,423-232-0222,
Recovery Resources,,Washington,P.O. Box 4161,Johnson City,TN,37602,"We’re peers and allies dedicated to helping people, families, and communities throughout Northeast Tennessee achieve freedom from addiction and thrive in recovery. Aside from housing, our recovery support services are offered at no cost and are sustained through donations and support from the communities we serve. Our services provide an open door for those seeking and embracing recovery and tools to help lead a healthy, productive, and fulfilling life: Treatment & Recovery Navigation; Recovery Coaching & Support; Support for Families & Loved Ones; Recovery Living Program; Recovery Support Groups; Life Skills Training",,,,,,1,,,,1,1,,,,https://www.recoveryresourcestn.org/,"Tabitha: 423-491-2420
Craig: 423-430-7657
Roger: 423-360-2080",
Recovery Soldiers Ministries,,Carter,1180 Bristol Hwy,Elizabethton,TN,37643,"Our faith-based residential womens recovery home helps individuals recover from drug and alcohol addiction and the life-controlling problems associated with it. Also, residents work on overcoming rebellion and the self-destructive behaviors associated with their substance abuse. They will also learn to develop positive life skills to help them refit society as a functioning Christian. ",,,,,,,,,,,1,,,,https://recoverysoldiersministries.org/womens-recovery-center/,423-518-1450,
Red Legacy Recovery,,Carter,210 S Hills Dr,Elizabethton,TN,37643,Creating Recovery Awareness and Inspiring a Legacy of Hope. Red Legacy Recovery offers a community-based organization for women in recovery from substance use disorder.,,,,,,1,,,1,,,,,,https://www.facebook.com/RedLegacyRecovery/,(423) 297-1230,"Samantha Loveday, redlegacyrecovery@gmail.com"
Regional Overdose Prevention Specialists,,Sullivan,3737 Hwy 11W,Blountville,TN,37617,"Regional Overdose Prevention Specialists (ROPS) are located throughout the state of Tennessee as a point of contact for training and education on opioid overdose and for overdose prevention through the distribution of naloxone.  From October 2017 through April 2022, the ROPS distributed more than 300,000 units of naloxone, and TDMHSAS has documented at least 44,000 lives saved because of naloxone distributed during that time.  Because of stigma and other factors, the department believes the actual number of lives saved is much higher.",,,,,,,,,1,,,,,,https://www.tn.gov/behavioral-health/substance-abuse-services/prevention/rops.html,423-956-6529,"Kahla Cobb, kahla@scadcoalition.org"
RESET Program,,Washington,207 E Main St #1e,Johnson City,TN,37604,"The RESET Program focuses on helping individuals sustain recovery through support. In the program, a Certified Peer Recovery Specialist (CPRS) walks the path of recovery and assists other in their journeys by identifying roadblocks in recovery, navigating the process of re-entry from the criminal justice system, connecting to local resources, and developing an action plan for meeting life goals.  

Talk to Someone With Lived-Experience: Having shared experiences in addiction, incarceration and recovery, the RESET program helps navigate barriers and provide a solid foundation for individuals to rebuild their lives. We provide recovery & re-entry planning, one-on-one peer mentoring, access to treatment for addiction, and avenues to services in the community.",,,,,,,,1,1,1,,,,,https://www.wcadc.com/recovery-efforts/reset-program,"877-366-7593
Ben McCurry: ext. 107
Roger Powell: ext. 108

Ben McCurry Text or Direct Line: 423-328-8644

Roger Powell Text or Direct Line: 423-328-8744","Ben McCurry: ben@insightalliance.org

Roger: roger@insightalliance.org"
ReVida Recovery Center,,Cocke,330 Heritage Blvd,Newport,TN,37821,Medication Assisted Treatment (MAT); Structured Outpatient Programs; Community Resources; Certified Peer Recovery Counseling; Family Therapy; Group Therapy; Individual Therapy; Care Coordination; and Linkage and Referral,,,,,,,,,,,,1,,,https://www.revidarecovery.com/,423-556-8868,newport@revidarecovery.com
ReVida Recovery Center,,Greene,712 Professional Plaza Dr,Greeneville,TN,37745,Medication Assisted Treatment (MAT); Structured Outpatient Programs; Community Resources; Certified Peer Recovery Counseling; Family Therapy; Group Therapy; Individual Therapy; Care Coordination; and Linkage and Referral,,,,,,,,,,,,1,,,https://www.revidarecovery.com/,423-556-3992,greeneville@revidarecovery.com
ReVida Recovery Center,,Hamblen,230 Bowman Street Suite C,Morristown,TN,37813,Medication Assisted Treatment (MAT); Structured Outpatient Programs; Community Resources; Certified Peer Recovery Counseling; Family Therapy; Group Therapy; Individual Therapy; Care Coordination; and Linkage and Referral,,,,,,,,,,,,1,,,https://www.revidarecovery.com/,423-556-8818,morristown@revidarecovery.com
ReVida Recovery Center,,Washington,3114 Browns Mill Rd,Johnson City,TN,37604,Medication Assisted Treatment (MAT); Structured Outpatient Programs; Community Resources; Certified Peer Recovery Counseling; Family Therapy; Group Therapy; Individual Therapy; Care Coordination; and Linkage and Referral,,,,,,,,,,,,1,,,https://www.revidarecovery.com/,423-455-9321,johnsoncity1@revidarecovery.com
SMART (Self-Management and Recovery Training) Recovery,,Washington,142 Market St,Johnson City,TN,37604,SMART Recovery is a fresh approach to addiction recovery. SMART stands for Self-Management and Recovery Training. This is more than an acronym: it is a transformative method of moving from addictive substances and negative behaviors to a life of positive self-regard and willingness to change.,,,,,1,,,,,,,,,,https://www.smartrecovery.org/,423-213-2328,mattie.raza@balladhealth.org
SMART (Self-Management and Recovery Training) Recovery,,Washington,320 E Main St,Johnson City,TN,37601,SMART Recovery is a fresh approach to addiction recovery. SMART stands for Self-Management and Recovery Training. This is more than an acronym: it is a transformative method of moving from addictive substances and negative behaviors to a life of positive self-regard and willingness to change.,,,,,1,,,,,,,,,,https://www.smartrecovery.org/,423-926-1171,clarissa.bradley@va.gov
SMART (Self-Management and Recovery Training) Recovery,,Washington,203 High Point Dr,Johnson City,TN,37601,SMART Recovery is a fresh approach to addiction recovery. SMART stands for Self-Management and Recovery Training. This is more than an acronym: it is a transformative method of moving from addictive substances and negative behaviors to a life of positive self-regard and willingness to change.,,,,,1,,,,,,,,,,https://www.smartrecovery.org/,423-631-0731,emily.hand@highpointclinic.org
SMART (Self-Management and Recovery Training) Recovery,,Washington,202 W Fairview Ave,Johnson City,TN,37604,SMART Recovery is a fresh approach to addiction recovery. SMART stands for Self-Management and Recovery Training. This is more than an acronym: it is a transformative method of moving from addictive substances and negative behaviors to a life of positive self-regard and willingness to change.,,,,,1,,,,,,,,,,https://www.smartrecovery.org/,423-439-7371,prosak@etsu.edu
STEP (Syringe Trade & Education Program) TN,,Washington,615 North State of Franklin Rd,Johnson City,TN,37604,"Syringe Trade & Education Program, known as STEP TN, is a harm reduction and education program for injection drug users developed by Cempa Community Care. STEP TN is designed to reduce the spread of HIV, Hepatitis C, and other blood-born infections, as well as, provide safe disposal of needles and syringes.",,,,,,,,,1,,,,,,https://cempa.org/steptn/,423-265-2273,info@cempa.org
Steppenstone Academy,,Washington,110 Steppenstone Blvd,Limestone,TN,37681,"In 2002, the Tennessee Department of Children’s Services asked Counseling and Consultation Services, Inc. to open a continuum of treatment services that could deal with adolescent boys who are experiencing multiple emotional and behavioral problems. This program would provide care, supervision, treatment and academic services to at risk adolescents. A major component of the residential and day treatment portions of the continuum of services would be an alternative school setting. SteppenStone Academy was established and is now a Category I school.  An exceptional educational program is provided to students in grades 6 through 12. SteppenStone Academy’s goal is to create an environment which will enable the strong general and special education program to motivate the students to succeed not only at SteppenStone Academy, but also in their community educational or vocational settings in the future.",,,,,,,,,,,,,,1,https://www.candcservices.org/services/#limestone-campus,423-257-6054,
"Steppenstone Youth Treatment Center, Outpatient",,Washington,110 Steppenstone Blvd,Limestone,TN,37681,"SteppenStone Outpatient Treatment Services is designed to address each individual’s needs in an environment that provides intensive therapeutic intervention with the identified client and their family support system. Each individual and their families participate in up to six (6) hours of treatment services per week, based upon their needs. Clients receiving treatment are considered to have sexual behavior problems as children or adolescents.",,,,,,,,,,,,1,,,https://www.candcservices.org/services/#limestone-campus,423-257-6054,
